,Storm identification number,storm name,monthdaytime,year,latitude (deg N),longitude (deg W),maximum wind speed (kt),minimum central pressure (hPa),radius of maximum wind speed (nm),eye diameter (nm),pressure of the outer closed isobar (hPa),radius of the outer closed isobar (nm),radii (nm) of 34 kt wind to the NE,radii (nm) of 34 kt wind to the SE,radii (nm) of 34 kt wind to the SW,radii (nm) of 34 kt wind to the NW,radii (nm) of 50 kt wind to the NE,radii (nm) of 50 kt wind to the SE,radii (nm) of 50 kt wind to the SW,radii (nm) of 50 kt wind to the NW,radii (nm) of 64 kt wind to the NE,radii (nm) of 64 kt wind to the SE,radii (nm) of 64 kt wind to the SW,radii (nm) of 64 kt wind to the NW,storm type code,distance to the nearest major landmass (km)
11068,AL0913 ,HUMBERTO  ,91900,2013,32.5,44.3,30,1007,150.0,,1014.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1749.0
11069,AL0913 ,HUMBERTO  ,91906,2013,33.0,44.5,30,1007,150.0,,1012.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1690.0
11070,AL1013 ,INGRID    ,91206,2013,19.3,92.2,25,1006,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,78.0
11071,AL1013 ,INGRID    ,91212,2013,19.6,92.9,30,1005,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,118.0
11072,AL1013 ,INGRID    ,91218,2013,19.7,93.6,30,1004,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,146.0
11073,AL1013 ,INGRID    ,91300,2013,19.7,94.1,30,1003,90.0,,1009.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,148.0
11074,AL1013 ,INGRID    ,91306,2013,19.6,94.6,30,1002,90.0,,1008.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,115.0
11075,AL1013 ,INGRID    ,91312,2013,19.3,95.1,35,1000,30.0,,1008.0,180.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,68.0
11076,AL1013 ,INGRID    ,91318,2013,19.1,95.3,40,996,30.0,,1008.0,180.0,50.0,30.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,40.0
11077,AL1013 ,INGRID    ,91400,2013,19.3,95.3,50,993,30.0,,1006.0,200.0,70.0,40.0,50.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,61.0
11078,AL1013 ,INGRID    ,91406,2013,19.6,95.1,55,990,30.0,,1006.0,200.0,70.0,60.0,50.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,100.0
11079,AL1013 ,INGRID    ,91412,2013,20.3,94.6,60,989,30.0,,1006.0,200.0,70.0,60.0,50.0,40.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,190.0
11080,AL1013 ,INGRID    ,91418,2013,21.0,94.4,65,986,20.0,,1006.0,200.0,70.0,80.0,40.0,40.0,40.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,* ,253.0
11081,AL1013 ,INGRID    ,91500,2013,21.6,94.7,75,983,20.0,,1005.0,190.0,70.0,90.0,40.0,50.0,50.0,30.0,20.0,30.0,30.0,0.0,0.0,20.0,* ,258.0
11082,AL1013 ,INGRID    ,91506,2013,22.0,95.2,75,985,20.0,,1007.0,200.0,70.0,80.0,40.0,60.0,50.0,20.0,20.0,30.0,30.0,0.0,0.0,20.0,* ,211.0
11083,AL1013 ,INGRID    ,91512,2013,22.4,95.6,65,989,20.0,,1006.0,175.0,70.0,70.0,30.0,60.0,40.0,10.0,0.0,30.0,20.0,0.0,0.0,20.0,* ,187.0
11084,AL1013 ,INGRID    ,91518,2013,22.7,95.9,65,987,20.0,,1008.0,140.0,70.0,70.0,30.0,70.0,40.0,10.0,0.0,30.0,20.0,0.0,0.0,0.0,* ,181.0
11085,AL1013 ,INGRID    ,91600,2013,23.0,96.2,70,989,15.0,,1008.0,140.0,70.0,70.0,30.0,60.0,40.0,20.0,0.0,30.0,15.0,15.0,0.0,0.0,* ,164.0
11086,AL1013 ,INGRID    ,91606,2013,23.4,96.9,60,990,15.0,,1009.0,150.0,70.0,70.0,30.0,50.0,40.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,* ,92.0
11087,AL1013 ,INGRID    ,91612,2013,23.7,97.8,55,991,20.0,,1008.0,140.0,70.0,60.0,20.0,30.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,0.0
11088,AL1013 ,INGRID    ,91618,2013,23.7,98.7,40,998,30.0,,1008.0,120.0,70.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-92.0
11089,AL1013 ,INGRID    ,91700,2013,23.7,99.2,25,1006,30.0,,1012.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,-143.0
11090,AL1013 ,INGRID    ,91706,2013,23.7,99.7,20,1008,30.0,,1010.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,-194.0
11091,AL1113 ,JERRY     ,92800,2013,21.1,50.0,30,1012,60.0,,1016.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1640.0
11092,AL1113 ,JERRY     ,92806,2013,22.2,50.3,30,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1663.0
11093,AL1113 ,JERRY     ,92812,2013,23.3,50.6,30,1011,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1664.0
11094,AL1113 ,JERRY     ,92818,2013,24.2,50.6,30,1011,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1696.0
11095,AL1113 ,JERRY     ,92900,2013,24.9,50.4,30,1010,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1743.0
11096,AL1113 ,JERRY     ,92906,2013,25.6,49.7,30,1010,40.0,,1016.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1838.0
11097,AL1113 ,JERRY     ,92912,2013,26.2,49.0,30,1010,40.0,,1016.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1929.0
11098,AL1113 ,JERRY     ,92918,2013,26.7,48.2,30,1010,40.0,,1016.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2025.0
11099,AL1113 ,JERRY     ,93000,2013,27.1,47.5,30,1009,40.0,,1016.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2106.0
11100,AL1113 ,JERRY     ,93006,2013,27.2,46.8,35,1008,40.0,,1016.0,90.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2175.0
11101,AL1113 ,JERRY     ,93012,2013,27.3,46.0,35,1008,40.0,,1016.0,90.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2246.0
11102,AL1113 ,JERRY     ,93018,2013,27.3,45.0,40,1006,30.0,,1016.0,90.0,40.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2272.0
11103,AL1113 ,JERRY     ,100100,2013,27.5,43.9,45,1005,30.0,,1016.0,150.0,50.0,50.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2284.0
11104,AL1113 ,JERRY     ,100106,2013,27.7,43.6,40,1006,30.0,,1016.0,150.0,50.0,50.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2273.0
11105,AL1113 ,JERRY     ,100112,2013,28.1,43.5,40,1007,30.0,,1016.0,150.0,40.0,40.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2234.0
11106,AL1113 ,JERRY     ,100118,2013,28.1,43.5,40,1007,30.0,,1016.0,150.0,40.0,40.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2234.0
11107,AL1113 ,JERRY     ,100200,2013,28.1,43.7,35,1007,30.0,,1014.0,150.0,40.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2227.0
11108,AL1113 ,JERRY     ,100206,2013,28.1,43.9,35,1007,30.0,,1014.0,150.0,40.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2221.0
11109,AL1113 ,JERRY     ,100212,2013,28.6,43.4,35,1007,30.0,,1014.0,150.0,40.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2185.0
11110,AL1113 ,JERRY     ,100218,2013,29.0,42.9,35,1007,30.0,,1014.0,150.0,50.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2161.0
11111,AL1113 ,JERRY     ,100300,2013,29.4,42.4,35,1007,40.0,,1017.0,225.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2138.0
11112,AL1113 ,JERRY     ,100306,2013,30.1,41.7,35,1007,40.0,,1017.0,225.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2095.0
11113,AL1113 ,JERRY     ,100312,2013,30.8,40.6,35,1007,40.0,,1017.0,225.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,2072.0
11114,AL1113 ,JERRY     ,100318,2013,31.5,39.3,35,1008,40.0,,1017.0,225.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2066.0
11115,AL1113 ,JERRY     ,100400,2013,32.5,38.0,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2040.0
11116,AL1113 ,JERRY     ,100406,2013,33.1,36.6,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2065.0
11117,AL1113 ,JERRY     ,100412,2013,33.7,35.0,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2109.0
11118,AL1113 ,JERRY     ,100418,2013,34.2,33.7,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,2063.0
11119,AL1113 ,JERRY     ,100500,2013,34.5,32.7,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1991.0
11120,AL1113 ,JERRY     ,100506,2013,35.0,31.7,35,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1930.0
11121,AL1113 ,JERRY     ,100512,2013,35.9,30.7,40,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1892.0
11122,AL1113 ,JERRY     ,100518,2013,36.7,29.8,40,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1825.0
11123,AL1113 ,JERRY     ,100600,2013,38.0,28.9,40,1008,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1717.0
11124,AL1213 ,KAREN     ,100306,2013,21.5,86.8,45,1006,,,,,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,15.0
11125,AL1213 ,KAREN     ,100312,2013,22.1,87.4,55,1004,30.0,,1011.0,150.0,100.0,90.0,30.0,60.0,40.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,* ,62.0
11126,AL1213 ,KAREN     ,100318,2013,22.8,88.1,55,1001,30.0,,1011.0,150.0,120.0,110.0,30.0,60.0,60.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,* ,134.0
11127,AL1213 ,KAREN     ,100400,2013,23.9,89.0,50,999,30.0,,1011.0,150.0,120.0,110.0,0.0,60.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,274.0
11128,AL1213 ,KAREN     ,100406,2013,24.5,89.5,45,1002,25.0,,1012.0,125.0,120.0,110.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,352.0
11129,AL1213 ,KAREN     ,100412,2013,25.2,89.9,45,1002,35.0,,1011.0,120.0,120.0,110.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,434.0
11130,AL1213 ,KAREN     ,100418,2013,25.8,90.2,45,1002,30.0,,1011.0,120.0,100.0,90.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,367.0
11131,AL1213 ,KAREN     ,100500,2013,26.1,90.5,40,1004,30.0,,1011.0,120.0,100.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,335.0
11132,AL1213 ,KAREN     ,100506,2013,26.7,91.0,40,1007,85.0,,1012.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,267.0
11133,AL1213 ,KAREN     ,100512,2013,27.6,91.6,40,1008,90.0,,1012.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,184.0
11134,AL1213 ,KAREN     ,100518,2013,27.9,91.8,35,1008,30.0,,1013.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,165.0
11135,AL1213 ,KAREN     ,100600,2013,28.1,91.9,30,1008,30.0,,1013.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,154.0
11136,AL1213 ,KAREN     ,100606,2013,28.1,91.9,25,1009,30.0,,1013.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,154.0
11137,AL1313 ,LORENZO   ,102106,2013,27.6,55.9,30,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1440.0
11138,AL1313 ,LORENZO   ,102112,2013,28.2,55.6,35,1010,,,,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1508.0
11139,AL1313 ,LORENZO   ,102118,2013,28.8,55.0,35,1008,30.0,,1016.0,220.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1597.0
11140,AL1313 ,LORENZO   ,102200,2013,29.1,54.2,35,1008,60.0,,1016.0,160.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1676.0
11141,AL1313 ,LORENZO   ,102206,2013,29.3,53.3,40,1005,40.0,,1016.0,160.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1756.0
11142,AL1313 ,LORENZO   ,102212,2013,29.4,52.4,45,1000,40.0,,1014.0,160.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1830.0
11143,AL1313 ,LORENZO   ,102218,2013,29.5,51.5,45,1000,40.0,,1014.0,200.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1905.0
11144,AL1313 ,LORENZO   ,102300,2013,29.5,50.6,45,1001,40.0,,1016.0,200.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1924.0
11145,AL1313 ,LORENZO   ,102306,2013,29.5,49.8,45,1004,40.0,,1016.0,200.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1933.0
11146,AL1313 ,LORENZO   ,102312,2013,29.4,49.3,40,1006,40.0,,1016.0,200.0,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1951.0
11147,AL1313 ,LORENZO   ,102318,2013,29.3,48.9,35,1007,,,,,60.0,60.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1968.0
11148,AL1313 ,LORENZO   ,102400,2013,29.4,48.4,30,1008,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1966.0
11149,AL1313 ,LORENZO   ,102406,2013,29.7,48.0,30,1009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1941.0
11150,AL1313 ,LORENZO   ,102412,2013,30.1,47.7,25,1011,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1904.0
11151,AL1313 ,LORENZO   ,102418,2013,30.5,47.2,25,1012,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1872.0
11152,AL1313 ,LORENZO   ,102500,2013,30.7,46.7,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1863.0
11153,AL1313 ,LORENZO   ,102506,2013,31.0,46.1,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1847.0
11154,AL1313 ,LORENZO   ,102512,2013,31.3,45.7,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1827.0
11155,AL1313 ,LORENZO   ,102518,2013,31.6,45.3,25,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1808.0
11156,AL1313 ,LORENZO   ,102600,2013,32.1,44.7,20,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1775.0
11157,AL1313 ,LORENZO   ,102606,2013,32.8,43.9,20,1013,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1733.0
11158,AL1413 ,MELISSA   ,111700,2013,23.9,52.4,35,1006,,,,,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1513.0
11159,AL1413 ,MELISSA   ,111706,2013,24.3,52.7,35,1005,150.0,,1012.0,400.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1502.0
11160,AL1413 ,MELISSA   ,111712,2013,25.0,52.9,35,1005,,,,,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1517.0
11161,AL1413 ,MELISSA   ,111718,2013,26.0,52.9,40,1002,,,,,240.0,150.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1571.0
11162,AL1413 ,MELISSA   ,111800,2013,27.1,52.7,45,997,,,,,240.0,150.0,120.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1653.0
11163,AL1413 ,MELISSA   ,111806,2013,28.3,52.7,45,992,,,,,240.0,150.0,150.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1731.0
11164,AL1413 ,MELISSA   ,111812,2013,29.1,53.4,50,987,,,,,270.0,180.0,180.0,240.0,0.0,60.0,60.0,90.0,0.0,0.0,0.0,0.0,S ,1734.0
11165,AL1413 ,MELISSA   ,111818,2013,29.7,54.0,50,987,70.0,,1006.0,425.0,270.0,180.0,180.0,240.0,60.0,60.0,60.0,90.0,0.0,0.0,0.0,0.0,S ,1736.0
11166,AL1413 ,MELISSA   ,111900,2013,30.2,54.5,50,985,70.0,,1007.0,400.0,270.0,180.0,180.0,240.0,90.0,60.0,60.0,90.0,0.0,0.0,0.0,0.0,S ,1742.0
11167,AL1413 ,MELISSA   ,111906,2013,30.8,54.7,55,982,60.0,,1008.0,400.0,240.0,180.0,180.0,210.0,90.0,90.0,60.0,90.0,0.0,0.0,0.0,0.0,S ,1698.0
11168,AL1413 ,MELISSA   ,111912,2013,31.6,54.7,55,982,50.0,,1010.0,450.0,210.0,180.0,180.0,180.0,90.0,90.0,60.0,60.0,0.0,0.0,0.0,0.0,S ,1614.0
11169,AL1413 ,MELISSA   ,111918,2013,32.5,54.4,50,982,50.0,,1010.0,450.0,150.0,180.0,180.0,180.0,90.0,90.0,60.0,60.0,0.0,0.0,0.0,0.0,S ,1529.0
11170,AL1413 ,MELISSA   ,112000,2013,33.3,53.2,45,985,80.0,,1008.0,400.0,100.0,180.0,180.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1489.0
11171,AL1413 ,MELISSA   ,112006,2013,34.1,51.4,45,988,60.0,,1008.0,400.0,90.0,180.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1407.0
11172,AL1413 ,MELISSA   ,112012,2013,35.1,49.0,45,988,30.0,,1008.0,400.0,80.0,180.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1334.0
11173,AL1413 ,MELISSA   ,112018,2013,36.3,46.4,45,988,30.0,,1008.0,400.0,60.0,180.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1283.0
11174,AL1413 ,MELISSA   ,112100,2013,37.5,43.5,45,984,30.0,,1000.0,150.0,60.0,210.0,150.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,* ,1293.0
11175,AL1413 ,MELISSA   ,112106,2013,38.8,40.0,50,984,30.0,,1000.0,150.0,60.0,210.0,150.0,120.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,* ,1383.0
11176,AL1413 ,MELISSA   ,112112,2013,39.9,36.6,55,980,35.0,,996.0,150.0,90.0,210.0,180.0,120.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,* ,1533.0
11177,AL1413 ,MELISSA   ,112118,2013,40.7,33.3,55,980,90.0,,997.0,150.0,90.0,210.0,210.0,120.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,* ,1725.0
11178,AL1413 ,MELISSA   ,112200,2013,41.3,30.2,50,984,70.0,,997.0,160.0,60.0,210.0,210.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,L ,1749.0
11179,AL1413 ,MELISSA   ,112206,2013,41.6,27.5,45,988,,,,,60.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1520.0
11180,AL1413 ,MELISSA   ,112212,2013,41.6,24.7,40,992,,,,,60.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1292.0
11181,AL1413 ,MELISSA   ,112218,2013,41.3,22.0,40,996,,,,,60.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,1079.0
11182,AL1413 ,MELISSA   ,112300,2013,40.8,19.5,35,1000,,,,,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,889.0
11183,AL1413 ,MELISSA   ,112306,2013,40.0,17.1,35,1004,,,,,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E ,689.0
11184,AL1513 ,UNNAMED   ,120318,2013,34.3,27.7,50,1002,,,,,160.0,70.0,210.0,300.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,E ,1569.0
11185,AL1513 ,UNNAMED   ,120400,2013,33.9,27.8,55,1000,,,,,160.0,160.0,180.0,300.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,E ,1555.0
11186,AL1513 ,UNNAMED   ,120406,2013,33.1,28.9,55,997,,,,,160.0,160.0,180.0,300.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,E ,1605.0
11187,AL1513 ,UNNAMED   ,120412,2013,32.2,28.5,50,995,,,,,160.0,160.0,180.0,300.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,E ,1530.0
11188,AL1513 ,UNNAMED   ,120418,2013,31.9,27.9,50,995,,,,,160.0,160.0,180.0,300.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,E ,1464.0
11189,AL1513 ,UNNAMED   ,120500,2013,32.4,27.5,45,997,,,,,140.0,170.0,180.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1453.0
11190,AL1513 ,UNNAMED   ,120506,2013,33.0,27.4,45,998,,,,,140.0,170.0,180.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1474.0
11191,AL1513 ,UNNAMED   ,120512,2013,33.5,27.7,45,998,,,,,130.0,160.0,170.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1525.0
11192,AL1513 ,UNNAMED   ,120518,2013,33.7,27.8,40,999,,,,,120.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1544.0
11193,AL1513 ,UNNAMED   ,120600,2013,33.9,27.9,40,999,,,,,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1563.0
11194,AL1513 ,UNNAMED   ,120606,2013,33.9,27.1,40,999,,,,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1499.0
11195,AL1513 ,UNNAMED   ,120612,2013,34.5,26.9,40,999,,,,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1511.0
11196,AL1513 ,UNNAMED   ,120618,2013,35.1,27.0,40,999,,,,,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1549.0
11197,AL1513 ,UNNAMED   ,120700,2013,35.8,27.1,35,1000,,,,,100.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S ,1594.0
11198,AL1513 ,UNNAMED   ,120706,2013,36.5,27.4,35,1001,,,,,100.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1622.0
11199,AL1513 ,UNNAMED   ,120712,2013,37.1,27.8,30,1003,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,1641.0
11200,AL0114 ,ARTHUR    ,62818,2014,32.0,78.2,20,1017,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,165.0
11201,AL0114 ,ARTHUR    ,62900,2014,31.2,77.8,20,1017,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L ,256.0
